Boy_Name,Girl_Name,Boy_Age,Girl_Age,Boy_FavColor,Girl_FavColor,Boy_Hobby,Girl_Hobby,Boy_FavMovieGenre,Girl_FavMovieGenre,Boy_Zodiac,Girl_Zodiac,Compatibility_Score
Paul,Susan,33,38,Pink,Green,Traveling,Traveling,Fantasy,Romance,Virgo,Virgo,100
Mark,Lisa,35,28,Green,Green,Fishing,Fishing,Horror,Documentary,Cancer,Libra,116
Richard,Jennifer,37,39,Yellow,Orange,Drawing,Cooking,Sci-Fi,Romance,Taurus,Pisces,106
Andrew,Karen,31,20,Purple,Pink,Hiking,Fishing,Thriller,Drama,Leo,Leo,78
Thomas,Donna,21,34,Purple,White,Hiking,Fishing,Adventure,Horror,Libra,Gemini,74
William,Laura,32,24,Orange,Red,Dancing,Gaming,Sci-Fi,Action,Gemini,Pisces,94
Steven,Ashley,32,35,Pink,Orange,Reading,Singing,Comedy,Documentary,Pisces,Virgo,94
Mark,Kimberly,21,40,Purple,Purple,Singing,Fishing,Thriller,Thriller,Libra,Sagittarius,92
Steven,Lisa,34,21,Yellow,Black,Traveling,Singing,Fantasy,Horror,Aquarius,Pisces,84
Michael,Elizabeth,28,33,Blue,Red,Fishing,Singing,Documentary,Documentary,Sagittarius,Gemini,100
John,Susan,38,39,Green,Brown,Traveling,Sports,Romance,Action,Aries,Sagittarius,98
William,Sandra,37,30,Brown,Blue,Cooking,Cooking,Sci-Fi,Romance,Pisces,Taurus,96
David,Elizabeth,22,29,Yellow,Orange,Drawing,Cooking,Action,Sci-Fi,Scorpio,Sagittarius,86
David,Donna,39,18,Yellow,Brown,Reading,Dancing,Thriller,Action,Libra,Aries,58
Steven,Kimberly,20,30,Black,White,Traveling,Gaming,Romance,Fantasy,Aquarius,Virgo,80
Andrew,Nancy,25,27,White,Red,Fishing,Cooking,Thriller,Documentary,Capricorn,Pisces,96
Andrew,Linda,19,24,Purple,Orange,Dancing,Hiking,Action,Romance,Virgo,Aquarius,100
Paul,Jennifer,18,28,Yellow,Blue,Fishing,Hiking,Sci-Fi,Documentary,Leo,Libra,80
Robert,Nancy,34,26,Orange,Brown,Traveling,Hiking,Sci-Fi,Horror,Capricorn,Pisces,94
John,Patricia,19,20,Blue,White,Sports,Drawing,Comedy,Sci-Fi,Aquarius,Pisces,108
Daniel,Laura,37,30,Green,Pink,Hiking,Fishing,Comedy,Horror,Virgo,Virgo,86
Andrew,Linda,28,28,Purple,Orange,Reading,Gaming,Fantasy,Documentary,Aquarius,Capricorn,100
David,Laura,34,32,Purple,Orange,Reading,Sports,Sci-Fi,Fantasy,Pisces,Aquarius,106
Richard,Laura,24,23,Black,Orange,Gaming,Reading,Comedy,Documentary,Sagittarius,Sagittarius,98
David,Karen,22,27,White,Black,Hiking,Drawing,Documentary,Action,Pisces,Virgo,90
Andrew,Elizabeth,22,31,Black,Brown,Fishing,Traveling,Documentary,Romance,Scorpio,Scorpio,92
Joseph,Lisa,29,35,Purple,Brown,Drawing,Gaming,Thriller,Documentary,Capricorn,Virgo,88
David,Laura,37,36,Black,Brown,Hiking,Drawing,Adventure,Fantasy,Virgo,Cancer,98
Thomas,Lisa,35,28,Brown,Pink,Cooking,Reading,Sci-Fi,Action,Aries,Gemini,86
Mark,Laura,20,32,Purple,Orange,Dancing,Fishing,Sci-Fi,Drama,Scorpio,Taurus,76
John,Mary,23,38,Orange,Black,Reading,Gaming,Drama,Action,Aquarius,Virgo,80
Kevin,Nancy,18,18,Orange,Pink,Singing,Dancing,Sci-Fi,Action,Pisces,Capricorn,110
John,Laura,35,27,Pink,Brown,Singing,Singing,Comedy,Horror,Scorpio,Capricorn,104
Michael,Donna,37,19,Yellow,Black,Dancing,Hiking,Documentary,Fantasy,Scorpio,Aries,64
Daniel,Sandra,36,39,Brown,Blue,Reading,Singing,Comedy,Action,Capricorn,Gemini,94
Daniel,Jessica,36,24,Orange,Yellow,Sports,Gaming,Drama,Documentary,Leo,Leo,86
Daniel,Nancy,25,35,Red,Red,Traveling,Drawing,Sci-Fi,Comedy,Aquarius,Leo,90
Joseph,Ashley,38,25,Red,Brown,Drawing,Hiking,Sci-Fi,Comedy,Taurus,Pisces,84
Andrew,Lisa,25,20,Green,Orange,Traveling,Singing,Action,Documentary,Gemini,Libra,100
Richard,Patricia,36,40,Pink,Pink,Fishing,Traveling,Documentary,Thriller,Cancer,Aquarius,112
Paul,Kimberly,24,40,Red,Pink,Cooking,Drawing,Action,Fantasy,Scorpio,Pisces,68
John,Elizabeth,28,36,Orange,Purple,Hiking,Reading,Horror,Action,Gemini,Aries,94
Michael,Patricia,40,19,Orange,Green,Cooking,Fishing,Comedy,Comedy,Capricorn,Aquarius,68
Richard,Patricia,38,23,Orange,Pink,Dancing,Dancing,Thriller,Action,Pisces,Scorpio,80
Steven,Mary,18,19,White,Purple,Dancing,Cooking,Romance,Adventure,Aquarius,Aquarius,108
Andrew,Patricia,24,31,Pink,Purple,Drawing,Sports,Drama,Romance,Scorpio,Cancer,86
Joseph,Jennifer,22,21,Yellow,Black,Singing,Cooking,Horror,Horror,Pisces,Scorpio,108
Andrew,Karen,38,33,Purple,Pink,Singing,Gaming,Fantasy,Sci-Fi,Aries,Cancer,100
Richard,Karen,38,18,Purple,Yellow,Cooking,Fishing,Romance,Horror,Taurus,Leo,60
Steven,Donna,18,24,Purple,Green,Singing,Singing,Comedy,Action,Scorpio,Taurus,98
Robert,Jessica,21,31,Pink,Yellow,Reading,Fishing,Comedy,Fantasy,Cancer,Capricorn,80
Joseph,Mary,32,19,Blue,White,Gaming,Fishing,Documentary,Action,Libra,Virgo,74
Richard,Linda,29,40,Black,Orange,Sports,Traveling,Horror,Fantasy,Gemini,Cancer,88
John,Elizabeth,18,18,Green,White,Drawing,Drawing,Sci-Fi,Thriller,Sagittarius,Sagittarius,110
David,Ashley,28,39,Red,Brown,Dancing,Gaming,Thriller,Horror,Virgo,Taurus,78
Steven,Elizabeth,33,19,Black,Blue,Drawing,Hiking,Fantasy,Thriller,Scorpio,Capricorn,72
William,Jennifer,34,23,Purple,Red,Sports,Singing,Documentary,Thriller,Capricorn,Leo,88
David,Jennifer,20,21,Orange,Black,Sports,Fishing,Drama,Horror,Scorpio,Sagittarius,108
Mark,Elizabeth,37,32,Blue,White,Reading,Dancing,Romance,Fantasy,Aquarius,Cancer,100
Joseph,Ashley,19,24,Black,Red,Fishing,Gaming,Fantasy,Sci-Fi,Gemini,Gemini,90
Daniel,Ashley,40,33,Pink,Black,Dancing,Singing,Horror,Horror,Cancer,Leo,106
John,Patricia,23,34,Yellow,Black,Hiking,Cooking,Horror,Romance,Aquarius,Aries,88
Kevin,Jessica,33,34,Orange,Pink,Singing,Sports,Thriller,Romance,Leo,Scorpio,98
Richard,Karen,30,35,Brown,Brown,Singing,Reading,Sci-Fi,Action,Sagittarius,Aries,100
Richard,Jennifer,38,29,Yellow,Black,Traveling,Fishing,Thriller,Horror,Virgo,Cancer,92
Kevin,Jessica,19,21,White,Black,Traveling,Reading,Comedy,Romance,Libra,Sagittarius,106
Mark,Donna,24,39,White,White,Sports,Cooking,Thriller,Adventure,Sagittarius,Sagittarius,90
Steven,Mary,39,34,Green,Orange,Hiking,Gaming,Horror,Horror,Taurus,Scorpio,100
James,Nancy,29,26,Orange,Red,Fishing,Hiking,Sci-Fi,Adventure,Virgo,Virgo,94
Steven,Linda,38,19,Yellow,Purple,Drawing,Singing,Adventure,Drama,Taurus,Pisces,72
Daniel,Linda,35,35,Yellow,Orange,Singing,Traveling,Action,Sci-Fi,Cancer,Taurus,100
James,Sandra,19,31,Red,White,Gaming,Cooking,Adventure,Thriller,Gemini,Virgo,76
Daniel,Nancy,38,33,Pink,Purple,Cooking,Singing,Adventure,Romance,Leo,Leo,100
Michael,Elizabeth,23,35,Green,Pink,Cooking,Singing,Adventure,Documentary,Taurus,Aries,86
Kevin,Karen,30,24,Yellow,Yellow,Hiking,Sports,Comedy,Sci-Fi,Aries,Aries,108
Michael,Nancy,18,40,Brown,Orange,Drawing,Cooking,Romance,Documentary,Libra,Aries,56
Daniel,Kimberly,35,35,Red,Purple,Traveling,Cooking,Action,Romance,Scorpio,Cancer,110
Mark,Karen,21,35,Pink,Brown,Traveling,Singing,Thriller,Sci-Fi,Pisces,Capricorn,82
Mark,Nancy,19,31,Brown,Blue,Cooking,Drawing,Action,Action,Taurus,Virgo,86
Daniel,Jessica,32,32,Blue,Brown,Reading,Traveling,Horror,Action,Scorpio,Aquarius,100
Mark,Karen,23,20,Yellow,Yellow,Cooking,Fishing,Horror,Romance,Cancer,Pisces,104
Kevin,Lisa,33,28,Yellow,Black,Singing,Cooking,Romance,Drama,Taurus,Scorpio,100
Richard,Mary,21,23,Black,Brown,Dancing,Cooking,Comedy,Romance,Pisces,Aries,106
Andrew,Sandra,39,33,Green,Pink,Dancing,Singing,Documentary,Action,Aquarius,Pisces,88
Robert,Jennifer,29,32,Purple,Black,Sports,Reading,Action,Romance,Gemini,Aquarius,94
Michael,Laura,25,36,Brown,Red,Cooking,Gaming,Fantasy,Fantasy,Cancer,Libra,98
Steven,Patricia,29,19,Yellow,White,Sports,Drawing,Documentary,Sci-Fi,Aries,Gemini,90
Joseph,Elizabeth,32,26,Green,White,Drawing,Hiking,Horror,Romance,Aries,Taurus,88
Michael,Nancy,32,37,Brown,Green,Singing,Traveling,Thriller,Romance,Taurus,Sagittarius,100
James,Lisa,29,24,Blue,Red,Gaming,Singing,Action,Adventure,Sagittarius,Capricorn,90
David,Linda,37,40,Orange,Green,Singing,Traveling,Romance,Romance,Pisces,Aquarius,104
Andrew,Kimberly,24,29,Green,Green,Traveling,Fishing,Comedy,Horror,Cancer,Leo,100
William,Linda,28,21,Brown,White,Reading,Traveling,Adventure,Adventure,Taurus,Leo,96
Richard,Laura,25,27,Pink,Red,Dancing,Gaming,Documentary,Comedy,Gemini,Cancer,106
Robert,Sandra,23,34,Pink,White,Cooking,Reading,Thriller,Action,Cancer,Aries,88
Mark,Sandra,38,30,Orange,Yellow,Reading,Dancing,Comedy,Adventure,Pisces,Leo,94
Daniel,Sandra,28,33,Yellow,Black,Cooking,Hiking,Action,Documentary,Libra,Aquarius,90
Joseph,Donna,33,22,Blue,Purple,Traveling,Hiking,Sci-Fi,Thriller,Gemini,Gemini,88
Joseph,Laura,30,32,Black,Pink,Cooking,Gaming,Horror,Horror,Pisces,Leo,116
Mark,Jessica,28,28,Purple,Black,Sports,Drawing,Fantasy,Comedy,Leo,Virgo,100
John,Nancy,28,20,Purple,Red,Reading,Sports,Thriller,Fantasy,Capricorn,Aquarius,94
Robert,Nancy,35,27,Black,Red,Gaming,Gaming,Romance,Thriller,Virgo,Virgo,104
John,Karen,22,24,Black,Yellow,Dancing,Hiking,Sci-Fi,Adventure,Aries,Taurus,96
William,Kimberly,20,35,Yellow,Blue,Traveling,Reading,Comedy,Drama,Virgo,Virgo,80
James,Lisa,33,30,Blue,Black,Sports,Dancing,Sci-Fi,Documentary,Virgo,Aries,94
James,Ashley,21,28,Orange,Green,Singing,Dancing,Romance,Action,Aquarius,Cancer,86
David,Ashley,29,22,Brown,Orange,Dancing,Gaming,Thriller,Comedy,Virgo,Gemini,96
Richard,Nancy,20,31,Brown,Orange,Gaming,Cooking,Comedy,Comedy,Capricorn,Leo,98
Andrew,Kimberly,21,26,Black,Green,Fishing,Drawing,Fantasy,Thriller,Capricorn,Capricorn,90
Daniel,Kimberly,40,27,Orange,White,Cooking,Cooking,Romance,Adventure,Libra,Gemini,94
Thomas,Kimberly,18,25,Pink,Orange,Fishing,Sports,Sci-Fi,Drama,Aries,Cancer,96
Kevin,Elizabeth,32,19,Red,Yellow,Fishing,Dancing,Action,Adventure,Capricorn,Virgo,84
Kevin,Nancy,25,30,Purple,Yellow,Dancing,Reading,Comedy,Thriller,Libra,Aries,90
Joseph,Linda,20,35,Orange,Black,Gaming,Singing,Comedy,Adventure,Virgo,Aquarius,80
David,Sandra,31,21,Brown,Purple,Hiking,Sports,Thriller,Horror,Pisces,Scorpio,80
Paul,Ashley,20,19,Blue,Orange,Sports,Fishing,Horror,Adventure,Gemini,Libra,108
Thomas,Jessica,38,27,Green,Blue,Gaming,Fishing,Sci-Fi,Romance,Pisces,Aries,88
Michael,Karen,31,18,White,Green,Cooking,Reading,Thriller,Adventure,Cancer,Leo,74
Daniel,Elizabeth,19,24,Black,White,Gaming,Drawing,Adventure,Action,Virgo,Gemini,90
Michael,Jennifer,24,33,White,Yellow,Reading,Traveling,Drama,Documentary,Cancer,Virgo,92
Kevin,Jennifer,37,19,Orange,Red,Gaming,Reading,Action,Action,Gemini,Taurus,84
Steven,Karen,33,38,White,Orange,Traveling,Fishing,Romance,Romance,Leo,Libra,110
Robert,Ashley,36,34,Pink,Brown,Singing,Sports,Horror,Drama,Leo,Taurus,96
William,Sandra,18,36,Red,Orange,Hiking,Drawing,Comedy,Romance,Leo,Sagittarius,64
William,Susan,19,36,Orange,Green,Traveling,Cooking,Thriller,Thriller,Sagittarius,Leo,86
Joseph,Patricia,26,28,Green,Orange,Hiking,Singing,Thriller,Drama,Cancer,Sagittarius,106
Daniel,Patricia,22,38,White,Pink,Dancing,Dancing,Adventure,Adventure,Aries,Aquarius,88
Paul,Mary,27,39,Pink,Orange,Reading,Reading,Drama,Sci-Fi,Leo,Sagittarius,86
Michael,Jessica,26,30,Yellow,Red,Dancing,Gaming,Action,Sci-Fi,Aquarius,Sagittarius,92
Mark,Linda,38,40,Black,Purple,Hiking,Hiking,Fantasy,Adventure,Gemini,Leo,106
Daniel,Mary,29,21,Red,White,Drawing,Fishing,Thriller,Documentary,Capricorn,Virgo,94
Michael,Susan,18,25,Blue,Blue,Traveling,Dancing,Sci-Fi,Action,Scorpio,Aquarius,106
Mark,Patricia,23,28,Red,Yellow,Hiking,Dancing,Romance,Drama,Cancer,Cancer,100
David,Jessica,18,26,Black,Green,Drawing,Gaming,Comedy,Drama,Taurus,Cancer,84
Richard,Karen,19,22,Pink,Pink,Dancing,Drawing,Documentary,Horror,Gemini,Sagittarius,104
Michael,Karen,20,36,Orange,Blue,Singing,Dancing,Fantasy,Sci-Fi,Pisces,Libra,68
Kevin,Ashley,26,31,Green,Purple,Cooking,Gaming,Documentary,Sci-Fi,Cancer,Aquarius,100
Kevin,Susan,29,20,Orange,Pink,Gaming,Gaming,Horror,Fantasy,Aquarius,Sagittarius,102
Richard,Lisa,20,36,Purple,Black,Gaming,Dancing,Horror,Sci-Fi,Sagittarius,Scorpio,68
Paul,Donna,33,27,Red,Blue,Cooking,Hiking,Thriller,Horror,Sagittarius,Sagittarius,88
Andrew,Laura,21,36,Brown,Black,Drawing,Drawing,Fantasy,Romance,Pisces,Aquarius,80
John,Kimberly,30,34,Brown,Purple,Hiking,Traveling,Romance,Drama,Taurus,Capricorn,102
Daniel,Patricia,19,34,Yellow,White,Traveling,Hiking,Drama,Documentary,Leo,Aries,70
Andrew,Lisa,22,23,Yellow,Blue,Dancing,Sports,Horror,Adventure,Virgo,Leo,108
Daniel,Jessica,37,40,Red,Purple,Gaming,Cooking,Fantasy,Fantasy,Aries,Aquarius,104
Kevin,Linda,40,37,Red,Yellow,Sports,Cooking,Sci-Fi,Sci-Fi,Cancer,Pisces,104
Richard,Nancy,26,27,Purple,Purple,Sports,Traveling,Sci-Fi,Action,Pisces,Leo,118
Steven,Ashley,36,33,Orange,Red,Cooking,Traveling,Sci-Fi,Romance,Capricorn,Aquarius,94
Michael,Laura,28,30,Black,Brown,Sports,Cooking,Adventure,Adventure,Taurus,Gemini,106
Steven,Elizabeth,35,18,Orange,Orange,Gaming,Traveling,Horror,Adventure,Capricorn,Cancer,76
Mark,Kimberly,32,34,Pink,Red,Sports,Singing,Adventure,Thriller,Aquarius,Aries,106
Joseph,Donna,31,19,Green,Red,Cooking,Gaming,Sci-Fi,Thriller,Sagittarius,Scorpio,86
Michael,Mary,22,20,Blue,Black,Hiking,Traveling,Romance,Drama,Scorpio,Libra,96
Michael,Nancy,23,37,Purple,White,Reading,Dancing,Action,Adventure,Aries,Capricorn,82
Andrew,Ashley,40,27,Black,White,Fishing,Sports,Drama,Fantasy,Aries,Leo,74
Joseph,Patricia,35,40,Yellow,Brown,Fishing,Traveling,Action,Romance,Sagittarius,Scorpio,90
Robert,Elizabeth,21,21,White,Black,Traveling,Traveling,Documentary,Action,Libra,Taurus,110
John,Elizabeth,31,19,Purple,Red,Gaming,Dancing,Sci-Fi,Thriller,Scorpio,Virgo,76
Paul,Susan,36,22,Blue,Orange,Gaming,Traveling,Horror,Adventure,Scorpio,Taurus,72
Steven,Lisa,24,39,Black,Brown,Sports,Dancing,Drama,Thriller,Virgo,Sagittarius,80
Daniel,Susan,23,20,White,Black,Singing,Fishing,Fantasy,Adventure,Aries,Libra,104
William,Nancy,31,32,Red,Blue,Drawing,Cooking,Action,Comedy,Virgo,Gemini,108
David,Jessica,25,18,Orange,Black,Hiking,Fishing,Action,Documentary,Sagittarius,Aquarius,86
Paul,Laura,37,25,Pink,Brown,Cooking,Dancing,Romance,Horror,Scorpio,Capricorn,86
Steven,Karen,20,21,Yellow,Red,Singing,Gaming,Documentary,Sci-Fi,Capricorn,Libra,98
William,Mary,26,29,Purple,Brown,Gaming,Traveling,Adventure,Documentary,Aquarius,Scorpio,104
Kevin,Jessica,22,29,White,Yellow,Hiking,Traveling,Drama,Adventure,Libra,Libra,96
Paul,Mary,34,20,Purple,Blue,Reading,Reading,Thriller,Sci-Fi,Taurus,Leo,82
John,Mary,30,27,White,Red,Singing,Hiking,Romance,Drama,Gemini,Aries,104
Joseph,Ashley,31,23,Green,Pink,Gaming,Dancing,Thriller,Fantasy,Leo,Capricorn,94
Daniel,Donna,30,30,Red,Pink,Sports,Gaming,Comedy,Adventure,Aries,Aries,110
Mark,Elizabeth,37,31,Orange,White,Cooking,Dancing,Drama,Thriller,Leo,Cancer,88
James,Sandra,30,38,Pink,Green,Singing,Cooking,Sci-Fi,Adventure,Virgo,Sagittarius,84
Richard,Laura,27,26,Brown,Black,Reading,Cooking,Thriller,Sci-Fi,Leo,Cancer,108
Andrew,Elizabeth,36,24,White,Blue,Singing,Drawing,Documentary,Horror,Capricorn,Leo,76
William,Linda,28,40,Orange,Orange,Cooking,Hiking,Sci-Fi,Sci-Fi,Aquarius,Sagittarius,96
James,Donna,24,20,Pink,Black,Singing,Gaming,Comedy,Sci-Fi,Scorpio,Aries,92
Richard,Linda,23,35,Black,Pink,Traveling,Traveling,Sci-Fi,Adventure,Aquarius,Gemini,96
Kevin,Kimberly,23,40,Pink,Brown,Hiking,Dancing,Romance,Thriller,Sagittarius,Capricorn,66
Andrew,Laura,30,21,Green,Green,Gaming,Cooking,Comedy,Comedy,Cancer,Leo,112
Richard,Ashley,23,25,Black,Black,Singing,Hiking,Drama,Documentary,Sagittarius,Cancer,116
Paul,Jessica,18,24,Orange,Black,Traveling,Dancing,Fantasy,Adventure,Aquarius,Capricorn,88
Robert,Donna,38,19,Green,Black,Sports,Singing,Thriller,Documentary,Pisces,Sagittarius,72
Mark,Elizabeth,18,36,Purple,Red,Singing,Drawing,Thriller,Comedy,Pisces,Virgo,64
Paul,Linda,36,40,Purple,Orange,Reading,Dancing,Comedy,Horror,Libra,Capricorn,102
Steven,Elizabeth,19,20,Black,Purple,Reading,Cooking,Action,Documentary,Scorpio,Pisces,108
Joseph,Jennifer,27,29,Brown,Green,Singing,Traveling,Comedy,Action,Leo,Aquarius,106
Paul,Susan,21,21,Black,Red,Dancing,Dancing,Adventure,Fantasy,Cancer,Libra,120
David,Linda,27,24,Purple,Purple,Fishing,Fishing,Adventure,Documentary,Aquarius,Capricorn,124
David,Lisa,31,18,Yellow,Orange,Sports,Sports,Fantasy,Fantasy,Taurus,Cancer,104
David,Susan,34,20,Red,Red,Traveling,Gaming,Fantasy,Sci-Fi,Aquarius,Taurus,82
Andrew,Nancy,31,39,Red,Black,Drawing,Sports,Fantasy,Romance,Sagittarius,Libra,94
Steven,Patricia,36,23,Green,Purple,Gaming,Hiking,Adventure,Comedy,Pisces,Aquarius,84
James,Mary,40,31,Blue,Blue,Sports,Drawing,Fantasy,Romance,Cancer,Sagittarius,102
Kevin,Sandra,33,25,White,Brown,Sports,Sports,Horror,Comedy,Aries,Taurus,94
Daniel,Elizabeth,21,23,Blue,Black,Gaming,Drawing,Romance,Romance,Pisces,Gemini,106
Richard,Donna,33,28,Pink,Pink,Drawing,Fishing,Drama,Documentary,Pisces,Libra,100
Thomas,Mary,29,38,Green,Green,Reading,Cooking,Drama,Documentary,Leo,Leo,102
Michael,Linda,24,28,Red,Yellow,Singing,Drawing,Comedy,Fantasy,Gemini,Libra,92
Kevin,Kimberly,40,22,Green,Black,Singing,Gaming,Thriller,Drama,Libra,Aries,74
Paul,Linda,29,23,Green,Pink,Drawing,Singing,Comedy,Thriller,Taurus,Capricorn,98
Richard,Kimberly,25,31,White,Red,Cooking,Drawing,Adventure,Thriller,Capricorn,Leo,88
Michael,Karen,40,26,Blue,Black,Hiking,Reading,Romance,Thriller,Scorpio,Virgo,82
John,Jessica,33,39,Orange,Brown,Singing,Dancing,Comedy,Drama,Capricorn,Sagittarius,88
Andrew,Patricia,29,35,White,Orange,Sports,Fishing,Thriller,Fantasy,Cancer,Scorpio,88
David,Kimberly,21,40,Green,Blue,Dancing,Traveling,Sci-Fi,Thriller,Virgo,Cancer,62
Robert,Sandra,40,38,Blue,Black,Gaming,Traveling,Fantasy,Documentary,Sagittarius,Aquarius,106
Steven,Susan,39,27,Pink,Brown,Traveling,Reading,Action,Drama,Gemini,Capricorn,86
Kevin,Donna,36,38,Black,Blue,Singing,Gaming,Adventure,Fantasy,Virgo,Sagittarius,106
Paul,Nancy,24,24,Green,White,Hiking,Drawing,Action,Fantasy,Capricorn,Sagittarius,100
John,Jennifer,19,31,Purple,Black,Traveling,Cooking,Romance,Horror,Virgo,Cancer,76
William,Donna,19,36,Purple,Orange,Sports,Traveling,Sci-Fi,Sci-Fi,Taurus,Cancer,76
Mark,Lisa,37,23,White,Green,Dancing,Traveling,Horror,Comedy,Virgo,Leo,72
Andrew,Ashley,40,38,Purple,Orange,Hiking,Singing,Adventure,Thriller,Cancer,Sagittarius,106
Paul,Jessica,39,19,Purple,Pink,Reading,Cooking,Adventure,Thriller,Pisces,Virgo,70
John,Lisa,35,37,Black,Purple,Singing,Reading,Thriller,Fantasy,Aries,Pisces,106
Joseph,Susan,33,22,Purple,Yellow,Sports,Fishing,Sci-Fi,Documentary,Sagittarius,Cancer,88
William,Nancy,21,37,Purple,White,Sports,Dancing,Thriller,Action,Libra,Taurus,68
David,Sandra,21,40,Brown,Red,Hiking,Drawing,Fantasy,Fantasy,Scorpio,Scorpio,72
James,Sandra,31,18,Red,White,Sports,Fishing,Fantasy,Action,Virgo,Virgo,74
John,Kimberly,20,25,Red,Purple,Traveling,Singing,Adventure,Drama,Aquarius,Leo,90
William,Kimberly,26,40,Green,Pink,Sports,Hiking,Comedy,Comedy,Cancer,Virgo,82
Thomas,Lisa,28,18,Black,Blue,Gaming,Sports,Sci-Fi,Thriller,Gemini,Gemini,80
Richard,Jessica,30,23,Green,Green,Fishing,Gaming,Comedy,Horror,Virgo,Virgo,96
Mark,Susan,29,39,Green,Orange,Fishing,Singing,Drama,Documentary,Pisces,Sagittarius,80
Joseph,Lisa,31,39,Orange,Yellow,Singing,Fishing,Fantasy,Fantasy,Aquarius,Capricorn,94
Kevin,Linda,27,27,Pink,Green,Traveling,Hiking,Adventure,Romance,Cancer,Aquarius,110
Robert,Nancy,23,36,Purple,Pink,Drawing,Singing,Fantasy,Romance,Gemini,Libra,84
Thomas,Karen,26,24,White,Red,Hiking,Fishing,Action,Action,Virgo,Aquarius,106
Andrew,Jessica,37,35,Red,Purple,Reading,Sports,Adventure,Action,Taurus,Libra,106
John,Jennifer,26,39,Black,Red,Reading,Reading,Fantasy,Horror,Pisces,Taurus,84
John,Laura,31,22,Yellow,Brown,Fishing,Reading,Thriller,Horror,Virgo,Cancer,92
James,Sandra,36,20,Orange,Purple,Gaming,Sports,Romance,Horror,Cancer,Pisces,68
Andrew,Jennifer,23,38,Yellow,Orange,Drawing,Reading,Comedy,Horror,Sagittarius,Aquarius,80
Thomas,Jessica,31,38,Red,Blue,Traveling,Traveling,Adventure,Action,Scorpio,Virgo,106
James,Karen,30,24,Brown,Green,Drawing,Reading,Drama,Fantasy,Scorpio,Scorpio,88
Mark,Lisa,32,33,Black,Blue,Sports,Hiking,Sci-Fi,Sci-Fi,Virgo,Leo,108
Joseph,Patricia,28,18,Orange,Green,Hiking,Cooking,Thriller,Sci-Fi,Leo,Aries,80
Steven,Patricia,40,27,Green,Red,Traveling,Gaming,Adventure,Thriller,Cancer,Aries,84
Daniel,Ashley,23,33,Yellow,Pink,Drawing,Fishing,Fantasy,Horror,Pisces,Gemini,80
Robert,Laura,31,30,Pink,Pink,Reading,Fishing,Drama,Adventure,Leo,Sagittarius,118
Richard,Laura,33,31,Red,Brown,Gaming,Dancing,Adventure,Documentary,Pisces,Capricorn,106
Steven,Jennifer,25,25,Red,Black,Dancing,Sports,Adventure,Drama,Taurus,Cancer,110
David,Ashley,18,22,Black,Orange,Singing,Traveling,Comedy,Fantasy,Gemini,Capricorn,92
Richard,Ashley,40,39,Red,Pink,Cooking,Cooking,Horror,Fantasy,Virgo,Leo,118
Joseph,Elizabeth,28,30,Black,Pink,Reading,Hiking,Documentary,Thriller,Gemini,Virgo,106
James,Susan,30,30,Yellow,Green,Drawing,Fishing,Fantasy,Fantasy,Scorpio,Scorpio,120
Andrew,Karen,37,18,Green,Green,Sports,Reading,Comedy,Adventure,Aquarius,Aquarius,72
Mark,Laura,40,33,White,Yellow,Gaming,Reading,Adventure,Comedy,Capricorn,Leo,96
Thomas,Donna,19,36,Pink,Yellow,Dancing,Cooking,Comedy,Action,Pisces,Leo,66
Kevin,Kimberly,19,31,Yellow,Pink,Dancing,Fishing,Sci-Fi,Drama,Cancer,Aries,86
Steven,Elizabeth,26,34,Blue,Yellow,Reading,Hiking,Action,Comedy,Gemini,Libra,84
Daniel,Laura,33,27,Pink,Brown,Hiking,Traveling,Comedy,Comedy,Aries,Libra,98
Michael,Karen,18,36,Yellow,Blue,Gaming,Sports,Comedy,Comedy,Leo,Leo,74
Kevin,Sandra,22,40,Red,Purple,Hiking,Gaming,Thriller,Sci-Fi,Leo,Cancer,64
Richard,Kimberly,40,27,Yellow,Red,Gaming,Dancing,Adventure,Action,Aquarius,Scorpio,74
Paul,Sandra,27,32,Green,Green,Fishing,Hiking,Adventure,Action,Gemini,Cancer,100
Daniel,Sandra,27,26,White,Brown,Reading,Fishing,Thriller,Fantasy,Scorpio,Taurus,108
Andrew,Elizabeth,31,19,Green,Black,Gaming,Traveling,Drama,Adventure,Pisces,Taurus,76
Michael,Kimberly,38,39,Green,Black,Singing,Drawing,Documentary,Fantasy,Scorpio,Taurus,108
Mark,Karen,24,33,Pink,Red,Hiking,Singing,Sci-Fi,Comedy,Cancer,Aries,92
Daniel,Jessica,21,23,Brown,Brown,Gaming,Sports,Fantasy,Action,Sagittarius,Leo,116
Robert,Linda,39,24,Red,Purple,Singing,Hiking,Adventure,Documentary,Libra,Virgo,70
Andrew,Sandra,29,19,Yellow,Red,Hiking,Hiking,Documentary,Sci-Fi,Aquarius,Libra,100
Joseph,Sandra,30,39,Green,Red,Reading,Traveling,Drama,Documentary,Sagittarius,Taurus,82
Steven,Elizabeth,18,30,Orange,Purple,Gaming,Sports,Action,Drama,Scorpio,Aries,86
Steven,Karen,32,38,Orange,Pink,Drawing,Cooking,Comedy,Drama,Virgo,Scorpio,98
William,Laura,28,29,Blue,Orange,Sports,Gaming,Action,Action,Sagittarius,Taurus,108
